transaction_id,account_id,amount,merchant_category,hour_of_day,is_fraud
900b9e87,ACC-1037,77.16,Gas_Station,11,0
654c552e,ACC-1090,77.67,Crypto,16,0
6bf77e4b,ACC-1088,58.11,Crypto,10,0
f241e56c,ACC-1045,155.32,Crypto,15,0
86a86543,ACC-1085,46.04,Travel,20,0
f7f2411b,ACC-1068,118.15,Crypto,18,0
bbfe6887,ACC-1013,52.83,Groceries,18,0
fda21c2b,ACC-1085,52.98,Retail,17,0
2fa982f3,ACC-1100,143.83,Retail,11,0
bdf3b231,ACC-1018,1.6,Gas_Station,14,0
4bf7586a,ACC-1037,59.61,Luxury_Retail,6,0
d72adc15,ACC-1057,3.77,Gas_Station,22,0
c1717e71,ACC-1082,6.55,Retail,22,0
7fec6d64,ACC-1100,19.08,Travel,17,0
0d0315cd,ACC-1006,72.21,Luxury_Retail,14,0
f955a149,ACC-1087,2.13,Online_Marketplace,17,0
b7326119,ACC-1095,175.58,Groceries,22,0
250bd9ee,ACC-1099,39.46,Groceries,11,0
f8fad751,ACC-1081,31.31,Luxury_Retail,19,0
6aec2c8c,ACC-1094,6.03,Crypto,16,0
a34d97da,ACC-1057,194.7,Travel,11,0
b8a00042,ACC-1094,69.66,Gas_Station,7,0
d91b3b8b,ACC-1054,153.18,Travel,8,0
bd9de648,ACC-1020,98.56,Groceries,22,0
b7feb481,ACC-1059,76.71,Travel,13,0
5c9b41df,ACC-1041,138.96,Crypto,9,0
cb74f93e,ACC-1084,58.23,Travel,6,0
78f92a94,ACC-1045,156.55,Groceries,20,0
53b26436,ACC-1023,1.73,Retail,15,0
4164428c,ACC-1053,190.93,Travel,7,0
d76b09f5,ACC-1044,279.89,Travel,22,0
e2de2dfe,ACC-1042,13.72,Gas_Station,11,0
f2bc7b29,ACC-1079,5.45,Groceries,14,0
75f52a0a,ACC-1096,195.34,Travel,20,0
f7e73d1e,ACC-1044,207.96,Crypto,5,0
24c69623,ACC-1079,2.29,Online_Marketplace,12,0
959a46b0,ACC-1041,7.98,Gas_Station,6,0
4e1aaaf1,ACC-1069,21.82,Online_Marketplace,8,0
c38a9ab2,ACC-1066,84.45,Crypto,14,0
79c912a7,ACC-1065,41.87,Luxury_Retail,16,0
695558c4,ACC-1083,50.41,Online_Marketplace,20,0
a0313523,ACC-1012,26.78,Gas_Station,15,0
d7f73cf8,ACC-1080,46.53,Gas_Station,22,0
fd139b63,ACC-1099,73.42,Retail,11,0
dea1f17e,ACC-1068,205.05,Gas_Station,18,0
6d2d430c,ACC-1009,49.84,Luxury_Retail,18,0
4c043e03,ACC-1091,148.43,Crypto,9,0
f18ed4a5,ACC-1006,28.6,Groceries,6,0
840a8ed9,ACC-1073,45.05,Gas_Station,13,0
b81a3a0f,ACC-1049,117.48,Luxury_Retail,12,0
44bc94a5,ACC-1002,62.27,Online_Marketplace,17,0
aa7afab9,ACC-1082,88.24,Online_Marketplace,8,0
0e615370,ACC-1089,66.65,Crypto,7,0
5efb297c,ACC-1064,99.25,Luxury_Retail,7,0
5b1d2a5b,ACC-1077,78.92,Retail,14,0
e6cf3c24,ACC-1050,295.53,Retail,14,0
1bb07f23,ACC-1068,13.77,Luxury_Retail,5,0
2385ac3b,ACC-1069,3.1,Gas_Station,9,0
e9fa601a,ACC-1093,12.31,Groceries,9,0
736a7da6,ACC-1071,5.55,Crypto,16,0
c0a1a6b7,ACC-1073,13.74,Gas_Station,8,0
60395ef2,ACC-1010,168.9,Travel,17,0
c44f58b7,ACC-1052,192.05,Groceries,11,0
f9238d1f,ACC-1023,7.07,Crypto,21,0
1771d18c,ACC-1023,33.24,Gas_Station,13,0
61718edc,ACC-1096,97.14,Crypto,23,0
15e9d116,ACC-1009,5.22,Travel,19,0
20f176e6,ACC-1025,113.29,Groceries,7,0
eaccd86a,ACC-1045,70.29,Crypto,23,0
924dda08,ACC-1079,101.57,Gas_Station,12,0
80a96f2d,ACC-1057,204.75,Retail,11,0
1421d376,ACC-1019,229.59,Groceries,14,0
9cf55db3,ACC-1040,11.28,Travel,23,0
db919eee,ACC-1031,11.23,Online_Marketplace,10,0
de090bff,ACC-1035,78.59,Luxury_Retail,12,0
ce40e6b5,ACC-1093,83.45,Luxury_Retail,16,0
f131a5ad,ACC-1045,115.85,Groceries,20,0
2118d802,ACC-1013,251.02,Luxury_Retail,14,0
3f039c97,ACC-1017,32.31,Gas_Station,7,0
8a298598,ACC-1080,29.83,Travel,11,0
67241e0c,ACC-1064,87.93,Retail,7,0
f7ef7f18,ACC-1051,23.09,Crypto,5,0
c47d127c,ACC-1004,46.69,Luxury_Retail,23,0
a3830143,ACC-1069,229.46,Travel,13,0
1fc66084,ACC-1028,1.76,Online_Marketplace,9,0
c6429748,ACC-1059,72.38,Luxury_Retail,23,0
aaf2b685,ACC-1046,48.36,Travel,21,0
4b81b065,ACC-1078,168.84,Travel,5,0
09b0fcd3,ACC-1057,302.69,Crypto,10,0
89f60e42,ACC-1084,3.09,Gas_Station,10,0
e470a1ce,ACC-1005,1.06,Luxury_Retail,9,0
95273fd7,ACC-1033,154.42,Gas_Station,20,0
4c0494d4,ACC-1026,118.19,Groceries,12,0
f702551f,ACC-1058,234.67,Travel,16,0
3b498b68,ACC-1013,108.39,Retail,6,0
810d8897,ACC-1035,14.07,Crypto,21,0
45002b69,ACC-1072,109.07,Luxury_Retail,13,0
a56d5f3e,ACC-1046,160.87,Gas_Station,17,0
e3102009,ACC-1048,132.05,Travel,7,0
381556f0,ACC-1044,100.73,Gas_Station,21,0
4c6d54fe,ACC-1064,156.67,Online_Marketplace,20,0
2170fc0e,ACC-1009,166.93,Gas_Station,19,0
d974a245,ACC-1023,188.22,Travel,13,0
271d4a4a,ACC-1015,114.87,Gas_Station,16,0
065943bf,ACC-1042,33.29,Crypto,12,0
cc66fb66,ACC-1061,64.67,Crypto,8,0
c9bd7064,ACC-1082,170.65,Online_Marketplace,11,0
55af7d36,ACC-1005,31.69,Luxury_Retail,18,0
24acaf2e,ACC-1017,86.87,Gas_Station,23,0
063ef71b,ACC-1073,10.67,Crypto,21,0
a423a85e,ACC-1023,52.87,Gas_Station,6,0
870e5ea5,ACC-1081,177.85,Travel,17,0
39d88052,ACC-1057,69.11,Retail,14,0
0bb22545,ACC-1028,54.64,Travel,20,0
0058f250,ACC-1074,85.99,Luxury_Retail,18,0
2b5f0ed6,ACC-1065,124.63,Luxury_Retail,10,0
6158fe72,ACC-1058,114.55,Groceries,10,0
c3746a07,ACC-1048,266.33,Travel,23,0
601d5a03,ACC-1025,19.22,Online_Marketplace,9,0
0d0ef202,ACC-1019,71.92,Travel,21,0
0a981921,ACC-1078,74.94,Travel,8,0
d37136d2,ACC-1096,207.75,Travel,6,0
f1fa49d2,ACC-1016,40.47,Retail,7,0
77efa732,ACC-1099,77.9,Travel,22,0
7f83d13f,ACC-1047,110.79,Crypto,18,0
160fcf19,ACC-1054,68.66,Luxury_Retail,6,0
9cf8d63f,ACC-1075,5.36,Gas_Station,20,0
45f5ccfb,ACC-1017,69.41,Luxury_Retail,23,0
e5ebcb63,ACC-1010,157.36,Groceries,20,0
a9d9dfce,ACC-1024,52.65,Groceries,22,0
41c6b759,ACC-1015,63.3,Retail,5,0
6a6e4077,ACC-1026,20.01,Travel,5,0
da53c0a9,ACC-1013,169.5,Crypto,15,0
f38f44de,ACC-1032,102.32,Gas_Station,18,0
2979b204,ACC-1046,5.89,Groceries,22,0
6a908341,ACC-1096,87.72,Travel,13,0
ec045915,ACC-1071,206.55,Gas_Station,18,0
9ad60be1,ACC-1071,43.42,Online_Marketplace,10,0
c91f6074,ACC-1044,5.52,Online_Marketplace,13,0
23f99302,ACC-1084,238.12,Luxury_Retail,17,0
ff39edc7,ACC-1089,94.8,Retail,12,0
f0b46d20,ACC-1051,169.88,Gas_Station,8,0
2b39aae0,ACC-1089,94.0,Luxury_Retail,15,0
341ce732,ACC-1081,0.21,Crypto,6,0
f07da135,ACC-1076,52.12,Retail,7,0
83c5b5b0,ACC-1028,120.84,Online_Marketplace,7,0
d13f38fb,ACC-1092,74.38,Groceries,7,0
058d1a23,ACC-1066,6.41,Online_Marketplace,17,0
b1182294,ACC-1063,78.03,Groceries,6,0
e662fa8d,ACC-1084,137.25,Online_Marketplace,5,0
3d9334ba,ACC-1004,115.02,Luxury_Retail,21,0
9241e740,ACC-1029,40.08,Luxury_Retail,21,0
d9a02b19,ACC-1046,234.66,Travel,10,0
8f04d580,ACC-1035,57.01,Gas_Station,5,0
9d36f9df,ACC-1050,102.55,Luxury_Retail,17,0
60a30697,ACC-1001,19.19,Online_Marketplace,23,0
16ceec2a,ACC-1036,45.44,Crypto,7,0
f68dc4f9,ACC-1044,74.33,Crypto,22,0
00ab7088,ACC-1024,25.88,Luxury_Retail,13,0
46d0dc33,ACC-1033,85.21,Online_Marketplace,17,0
53a02dfb,ACC-1071,75.15,Gas_Station,18,0
a3c4a9c9,ACC-1014,194.38,Retail,21,0
b6ae59e1,ACC-1068,41.78,Luxury_Retail,21,0
ff1c75d6,ACC-1056,161.73,Luxury_Retail,23,0
39e3677f,ACC-1031,84.27,Online_Marketplace,23,0
a93e9211,ACC-1058,95.68,Luxury_Retail,15,0
cdbf3080,ACC-1033,106.98,Travel,5,0
ac206f98,ACC-1028,94.77,Retail,17,0
39d62aba,ACC-1045,114.27,Crypto,12,0
ff431e54,ACC-1033,182.92,Travel,22,0
54f3175f,ACC-1086,69.65,Gas_Station,14,0
9faa9861,ACC-1022,120.9,Crypto,15,0
18c5d003,ACC-1073,41.03,Online_Marketplace,15,0
84392173,ACC-1024,194.01,Groceries,10,0
f21d525f,ACC-1030,17.64,Online_Marketplace,11,0
772660c8,ACC-1025,230.09,Luxury_Retail,13,0
5cd9c891,ACC-1019,45.98,Luxury_Retail,12,0
f880c2ea,ACC-1010,93.08,Luxury_Retail,8,0
489fcb87,ACC-1097,62.81,Crypto,20,0
89881667,ACC-1061,18.11,Luxury_Retail,22,0
161e4cbe,ACC-1073,134.06,Groceries,15,0
db63524a,ACC-1097,15.26,Luxury_Retail,13,0
e6593cc8,ACC-1096,5.38,Travel,13,0
c0094a88,ACC-1054,138.95,Travel,9,0
5ec76796,ACC-1044,4.77,Online_Marketplace,22,0
8f0559f7,ACC-1089,192.39,Online_Marketplace,10,0
dfc20b2b,ACC-1001,108.39,Travel,19,0
e02345c6,ACC-1012,126.04,Retail,11,0
b7b2bd96,ACC-1033,128.58,Groceries,16,0
6a4a70fe,ACC-1034,92.55,Gas_Station,22,0
4901ac86,ACC-1063,46.7,Online_Marketplace,15,0
228f78c8,ACC-1096,45.23,Online_Marketplace,11,0
2efa856b,ACC-1057,49.64,Groceries,16,0
0894538a,ACC-1087,65.84,Gas_Station,23,0
4976340a,ACC-1030,200.34,Gas_Station,8,0
b1db2dc5,ACC-1018,137.74,Travel,18,0
3189d0c7,ACC-1001,27.9,Luxury_Retail,9,0
1b8fe1b6,ACC-1080,52.69,Gas_Station,18,0
2369a90d,ACC-1062,70.84,Travel,22,0
52bd656e,ACC-1072,154.17,Groceries,13,0
c0fac4af,ACC-1020,25.28,Retail,17,0
8a7cecf3,ACC-1080,18.2,Retail,11,0
27ee2c31,ACC-1046,50.16,Retail,19,0
c0266187,ACC-1032,21.89,Groceries,22,0
fd6d9086,ACC-1044,229.77,Groceries,5,0
30f42ac6,ACC-1083,114.08,Luxury_Retail,11,0
98dcd7a6,ACC-1036,7.12,Crypto,22,0
a9c9a81d,ACC-1062,107.26,Groceries,15,0
b45d5ddd,ACC-1078,189.94,Luxury_Retail,19,0
455d8dc5,ACC-1021,142.46,Groceries,19,0
f3ec5f27,ACC-1078,55.96,Crypto,15,0
b18f3719,ACC-1020,14.69,Travel,17,0
ad338ffc,ACC-1083,119.82,Groceries,12,0
c95d0dbb,ACC-1050,89.35,Groceries,13,0
ee870854,ACC-1075,139.52,Groceries,19,0
4e61a8aa,ACC-1023,113.52,Travel,19,0
19bd00d4,ACC-1030,154.96,Luxury_Retail,5,0
3eae7a18,ACC-1010,3.52,Crypto,13,0
6920321e,ACC-1012,181.74,Gas_Station,10,0
772b05bb,ACC-1003,69.76,Retail,20,0
320692df,ACC-1010,257.53,Luxury_Retail,17,0
d28503bd,ACC-1010,18.92,Retail,13,0
059d74cb,ACC-1031,223.6,Crypto,17,0
f8a71cfd,ACC-1016,69.79,Crypto,14,0
9610e07b,ACC-1004,15.14,Gas_Station,21,0
430b562b,ACC-1060,1.61,Crypto,16,0
ebe8c4de,ACC-1056,17.97,Online_Marketplace,22,0
faeb8f7f,ACC-1076,92.42,Gas_Station,22,0
da837a8c,ACC-1081,102.28,Online_Marketplace,23,0
a371ab98,ACC-1044,7.37,Crypto,22,0
13723e0f,ACC-1011,47.56,Online_Marketplace,22,0
2e2fe986,ACC-1033,264.23,Online_Marketplace,14,0
ff6f2f64,ACC-1066,222.75,Gas_Station,14,0
f536af31,ACC-1060,93.63,Luxury_Retail,9,0
5f4a2fc3,ACC-1062,53.8,Travel,5,0
fb95de57,ACC-1098,62.0,Luxury_Retail,20,0
5d19f67b,ACC-1000,111.35,Online_Marketplace,14,0
a9505533,ACC-1071,52.28,Travel,16,0
b0f03950,ACC-1091,24.26,Online_Marketplace,17,0
c67ec294,ACC-1033,116.86,Crypto,17,0
4589889b,ACC-1066,89.92,Retail,18,0
1d5d1074,ACC-1095,114.72,Luxury_Retail,13,0
19ad162d,ACC-1008,1.68,Travel,13,0
b632b20c,ACC-1081,207.4,Gas_Station,9,0
a1f94caa,ACC-1079,72.58,Online_Marketplace,19,0
9e884c9c,ACC-1019,96.44,Online_Marketplace,11,0
a7c5c370,ACC-1013,72.45,Retail,22,0
2050e5d1,ACC-1056,154.71,Groceries,13,0
fb631386,ACC-1019,218.39,Crypto,5,0
cb736c1c,ACC-1053,4.11,Retail,20,0
18de6750,ACC-1089,157.87,Groceries,20,0
2a8667e2,ACC-1096,46.15,Luxury_Retail,6,0
4eacdd1d,ACC-1050,32.74,Gas_Station,6,0
e1ce7a3b,ACC-1024,138.37,Retail,22,0
fe15de52,ACC-1001,115.23,Luxury_Retail,13,0
971f3638,ACC-1056,107.64,Retail,12,0
a4b37ad5,ACC-1094,197.65,Gas_Station,6,0
9cccbc22,ACC-1026,188.01,Luxury_Retail,8,0
4de77da4,ACC-1041,12.56,Online_Marketplace,17,0
d9159ee5,ACC-1015,89.58,Gas_Station,6,0
8e8430f4,ACC-1025,99.4,Groceries,20,0
3611b529,ACC-1014,76.07,Groceries,6,0
a1e3fb44,ACC-1021,5.03,Gas_Station,18,0
86987aa8,ACC-1050,17.16,Luxury_Retail,13,0
7eb57bf8,ACC-1074,47.44,Luxury_Retail,12,0
d8acab75,ACC-1019,167.27,Luxury_Retail,20,0
3a9a5e3e,ACC-1063,104.36,Groceries,7,0
f6809b14,ACC-1007,12.94,Retail,15,0
f1912b7f,ACC-1013,127.17,Groceries,9,0
b744f5d3,ACC-1071,234.85,Gas_Station,20,0
2d1bd8ab,ACC-1024,164.88,Luxury_Retail,16,0
b5d8f7fb,ACC-1017,123.97,Retail,17,0
202c2651,ACC-1056,13.76,Groceries,6,0
2c2b6c77,ACC-1062,61.97,Travel,14,0
80361557,ACC-1044,79.47,Gas_Station,23,0
dbd25d9b,ACC-1076,166.08,Groceries,19,0
423abfc9,ACC-1067,3.23,Luxury_Retail,22,0
d2fc05c9,ACC-1033,84.65,Gas_Station,19,0
f9b6f9aa,ACC-1099,45.31,Travel,16,0
5ed43de1,ACC-1023,97.7,Crypto,21,0
f7c3e26d,ACC-1041,57.68,Retail,16,0
e5fc154f,ACC-1049,78.3,Crypto,7,0
1a04524a,ACC-1098,149.63,Gas_Station,21,0
5a8f05ef,ACC-1041,0.62,Travel,9,0
a51be099,ACC-1066,105.66,Online_Marketplace,15,0
136b02cb,ACC-1016,7.19,Crypto,7,0
da6e269e,ACC-1062,200.08,Gas_Station,6,0
67954429,ACC-1082,135.02,Gas_Station,8,0
efa373ec,ACC-1067,15.13,Luxury_Retail,17,0
981d2c63,ACC-1046,15.07,Travel,23,0
791d054a,ACC-1026,17.84,Gas_Station,7,0
28c2a52c,ACC-1081,257.67,Crypto,20,0
542d3307,ACC-1053,88.19,Retail,16,0
8523f2c8,ACC-1078,93.0,Luxury_Retail,16,0
9e8d0869,ACC-1009,153.03,Groceries,21,0
3bc14379,ACC-1066,73.88,Luxury_Retail,14,0
f05b95e4,ACC-1049,24.1,Retail,8,0
98e13873,ACC-1031,30.37,Gas_Station,11,0
0cf005f8,ACC-1071,42.84,Travel,10,0
c246f444,ACC-1045,46.28,Online_Marketplace,8,0
32ba35b9,ACC-1054,122.76,Crypto,19,0
fe5b93b5,ACC-1051,55.19,Retail,10,0
c534547e,ACC-1068,123.26,Travel,15,0
14019e09,ACC-1040,41.93,Travel,19,0
802c30ec,ACC-1097,57.86,Travel,15,0
78820ba0,ACC-1030,149.82,Crypto,18,0
64d2cf44,ACC-1098,141.63,Travel,22,0
c8696e65,ACC-1057,84.65,Travel,13,0
1c33cabb,ACC-1076,149.8,Online_Marketplace,5,0
af35d154,ACC-1038,239.63,Retail,21,0
02a0edcb,ACC-1040,258.84,Retail,14,0
e281c9c0,ACC-1071,36.04,Retail,13,0
31668b78,ACC-1004,160.82,Travel,23,0
01c6fc85,ACC-1033,53.99,Online_Marketplace,16,0
d8604616,ACC-1032,111.28,Groceries,23,0
c082ca67,ACC-1051,55.34,Luxury_Retail,14,0
79bc51ea,ACC-1041,12.38,Travel,11,0
6dce5823,ACC-1088,241.4,Luxury_Retail,20,0
12380a9c,ACC-1082,30.93,Crypto,23,0
0134db1a,ACC-1010,71.74,Groceries,6,0
423597d7,ACC-1055,137.01,Luxury_Retail,6,0
9623b372,ACC-1083,99.57,Online_Marketplace,8,0
a22c344f,ACC-1080,65.04,Luxury_Retail,5,0
ec011e81,ACC-1005,86.5,Online_Marketplace,6,0
36549238,ACC-1041,290.34,Groceries,22,0
07eeda82,ACC-1086,44.24,Travel,12,0
0f953c5b,ACC-1076,70.11,Crypto,17,0
71e1fbf4,ACC-1055,155.07,Travel,21,0
ba92f8b9,ACC-1043,160.55,Groceries,17,0
a961755c,ACC-1006,168.7,Retail,20,0
973c97c6,ACC-1051,113.87,Travel,17,0
3d191feb,ACC-1097,64.3,Travel,18,0
b285199e,ACC-1062,213.34,Gas_Station,20,0
ca69e905,ACC-1078,64.63,Online_Marketplace,23,0
c904bd03,ACC-1009,80.26,Crypto,21,0
b680a17c,ACC-1073,25.43,Groceries,18,0
cbc51691,ACC-1054,43.59,Retail,8,0
9af384a9,ACC-1044,82.88,Groceries,16,0
279d86a9,ACC-1044,82.14,Travel,5,0
6703a5f9,ACC-1056,92.19,Travel,19,0
f3e42fd6,ACC-1047,211.37,Retail,12,0
fe247f19,ACC-1006,95.35,Gas_Station,7,0
6b548b46,ACC-1043,25.58,Gas_Station,9,0
8678c3bd,ACC-1060,146.41,Crypto,8,0
1ca501fb,ACC-1068,168.95,Retail,15,0
02bcdc83,ACC-1096,72.76,Gas_Station,11,0
efbe1e1f,ACC-1093,109.74,Groceries,22,0
d1746cf2,ACC-1084,120.12,Gas_Station,5,0
632b1d5c,ACC-1007,20.24,Travel,6,0
f7349376,ACC-1034,187.57,Groceries,11,0
9d7f36c0,ACC-1008,34.99,Retail,19,0
d6340508,ACC-1084,62.56,Online_Marketplace,13,0
607a8757,ACC-1083,32.69,Groceries,8,0
62a11b37,ACC-1090,51.56,Online_Marketplace,12,0
203554e1,ACC-1076,59.63,Retail,15,0
df22866b,ACC-1064,94.01,Travel,7,0
4ec69f8d,ACC-1031,209.45,Online_Marketplace,22,0
02f758e9,ACC-1050,34.7,Travel,14,0
3de510e9,ACC-1087,49.14,Crypto,10,0
6bc0beac,ACC-1030,165.34,Groceries,16,0
a948d7c6,ACC-1032,13.9,Travel,13,0
a61f3d17,ACC-1028,82.31,Online_Marketplace,5,0
64ddd7d2,ACC-1017,214.2,Gas_Station,15,0
d0e202cd,ACC-1078,150.98,Retail,17,0
59320f62,ACC-1073,18.82,Luxury_Retail,12,0
30a4f48a,ACC-1077,275.24,Gas_Station,18,0
e2d4803e,ACC-1026,148.18,Groceries,19,0
f0142d1a,ACC-1087,17.52,Crypto,9,0
f8cba466,ACC-1088,199.94,Luxury_Retail,11,0
b49f5b9d,ACC-1098,279.09,Crypto,21,0
19686266,ACC-1008,88.96,Gas_Station,23,0
bae273a4,ACC-1040,114.54,Travel,22,0
635ed07f,ACC-1040,152.26,Luxury_Retail,9,0
9e733941,ACC-1095,293.98,Online_Marketplace,18,0
da616e21,ACC-1024,188.43,Luxury_Retail,13,0
0fe0ca93,ACC-1097,106.39,Retail,9,0
2e7620b4,ACC-1078,109.48,Travel,13,0
7796ee6d,ACC-1003,135.34,Gas_Station,12,0
dc213475,ACC-1061,125.89,Groceries,7,0
f602ce3a,ACC-1091,78.12,Gas_Station,21,0
ba14a79d,ACC-1049,60.42,Crypto,16,0
439e6c2e,ACC-1024,43.74,Online_Marketplace,20,0
b24c4c1a,ACC-1001,25.4,Gas_Station,6,0
df673d8f,ACC-1085,21.93,Groceries,18,0
37daff1e,ACC-1056,119.3,Gas_Station,11,0
92af5448,ACC-1058,40.17,Luxury_Retail,20,0
6b50c7f0,ACC-1005,48.86,Gas_Station,18,0
29a5a7e1,ACC-1078,60.36,Travel,17,0
4cd945e8,ACC-1067,67.99,Crypto,23,0
1508e606,ACC-1057,189.2,Crypto,6,0
522c0af4,ACC-1068,141.83,Online_Marketplace,6,0
cf4b9665,ACC-1066,107.05,Online_Marketplace,6,0
acc65e10,ACC-1056,48.96,Luxury_Retail,6,0
b0886fa3,ACC-1021,144.08,Online_Marketplace,14,0
8e0f8d09,ACC-1006,48.25,Online_Marketplace,14,0
6fbc380e,ACC-1082,27.54,Crypto,21,0
69ed37c2,ACC-1023,105.01,Online_Marketplace,7,0
56e43fc4,ACC-1017,46.83,Luxury_Retail,23,0
f3e54695,ACC-1003,60.54,Online_Marketplace,18,0
5134591a,ACC-1091,83.4,Gas_Station,19,0
caa8985c,ACC-1041,10.14,Gas_Station,19,0
bf5ccea7,ACC-1014,81.98,Crypto,10,0
f8d37fa5,ACC-1010,109.3,Crypto,19,0
9734fd00,ACC-1020,94.05,Travel,17,0
f2098aa3,ACC-1098,48.04,Online_Marketplace,22,0
00a22eb7,ACC-1084,105.25,Gas_Station,15,0
c0a96421,ACC-1018,72.39,Luxury_Retail,9,0
cb6fcc64,ACC-1039,186.41,Gas_Station,6,0
71c95fa5,ACC-1023,62.52,Crypto,19,0
6955e37a,ACC-1079,7.06,Retail,9,0
f1ce3c5f,ACC-1063,62.23,Luxury_Retail,13,0
076677d7,ACC-1000,104.33,Luxury_Retail,20,0
5f0a9fd2,ACC-1075,54.89,Travel,20,0
971c906f,ACC-1056,54.06,Crypto,20,0
564acb20,ACC-1070,20.2,Retail,5,0
038a2de3,ACC-1023,16.29,Groceries,22,0
27f8e49b,ACC-1004,90.26,Gas_Station,6,0
2b743942,ACC-1077,224.96,Gas_Station,6,0
e9d05cd6,ACC-1013,74.39,Groceries,15,0
663d9819,ACC-1036,19.29,Online_Marketplace,10,0
6180d4a9,ACC-1058,21.84,Travel,23,0
9603c2fb,ACC-1004,139.49,Crypto,23,0
9c0845af,ACC-1048,20.51,Retail,14,0
e653a1ed,ACC-1070,174.77,Luxury_Retail,7,0
3be49a6e,ACC-1015,17.35,Retail,14,0
5a6ba629,ACC-1052,77.9,Crypto,13,0
863cb3f2,ACC-1078,33.53,Travel,11,0
f7fe1533,ACC-1080,264.51,Retail,8,0
f466f82b,ACC-1088,68.76,Travel,7,0
91f49160,ACC-1040,80.98,Travel,14,0
f929bb7d,ACC-1045,113.38,Groceries,21,0
f6654204,ACC-1093,91.38,Gas_Station,23,0
5c2ddca3,ACC-1023,31.47,Crypto,20,0
69e4d77d,ACC-1000,37.02,Travel,12,0
249ceeda,ACC-1015,54.38,Retail,5,0
a6a7b224,ACC-1052,35.3,Crypto,11,0
8de79f15,ACC-1081,146.39,Retail,15,0
2b94d39e,ACC-1088,271.05,Gas_Station,5,0
3a203e3a,ACC-1038,5.75,Groceries,13,0
d784688d,ACC-1000,86.98,Travel,22,0
e71bdf67,ACC-1092,41.17,Retail,15,0
11f24214,ACC-1042,307.97,Travel,5,0
36fe59d1,ACC-1060,30.37,Luxury_Retail,15,0
3f4bd321,ACC-1061,213.91,Luxury_Retail,6,0
537acd7d,ACC-1042,217.77,Gas_Station,19,0
07de7bc8,ACC-1066,5.36,Online_Marketplace,18,0
7cae0963,ACC-1071,106.9,Groceries,23,0
af0b62d4,ACC-1087,212.84,Travel,5,0
84b7f1eb,ACC-1035,12.09,Groceries,16,0
5b51335f,ACC-1080,29.64,Luxury_Retail,5,0
ed6f8c88,ACC-1049,8.17,Travel,10,0
71e859f1,ACC-1040,51.48,Gas_Station,8,0
f4ac3dc6,ACC-1011,14.93,Crypto,6,0
4e9f88fa,ACC-1038,72.39,Online_Marketplace,12,0
e21f249a,ACC-1014,53.41,Gas_Station,21,0
c2128163,ACC-1011,27.0,Groceries,6,0
7f0b6ed8,ACC-1061,73.38,Online_Marketplace,21,0
0bbdd735,ACC-1061,105.59,Travel,9,0
9bad6974,ACC-1041,83.09,Crypto,21,0
90d1d6ed,ACC-1016,133.35,Gas_Station,8,0
9ac95dcd,ACC-1091,149.37,Gas_Station,6,0
c39248ee,ACC-1039,87.41,Luxury_Retail,21,0
2c054083,ACC-1005,172.77,Retail,7,0
8ebe097f,ACC-1039,70.96,Retail,21,0
9afb00c0,ACC-1026,217.26,Retail,23,0
462a4ffa,ACC-1035,91.9,Groceries,11,0
c2b67635,ACC-1015,20.5,Travel,15,0
7172d631,ACC-1014,44.42,Groceries,9,0
13522fe6,ACC-1026,105.83,Retail,22,0
76e58e2c,ACC-1034,57.6,Travel,16,0
9925c8d7,ACC-1021,103.88,Gas_Station,14,0
0b50b18d,ACC-1043,42.07,Retail,14,0
1579132d,ACC-1003,66.94,Travel,19,0
2eb9c13e,ACC-1006,91.37,Online_Marketplace,6,0
48b11837,ACC-1090,38.88,Retail,18,0
aa7d2f32,ACC-1088,40.39,Travel,23,0
632ddf58,ACC-1039,23.55,Crypto,19,0
20b91cc7,ACC-1068,173.61,Groceries,11,0
c768e0d3,ACC-1011,159.13,Retail,19,0
4be02f7d,ACC-1039,110.91,Luxury_Retail,19,0
0fcdc0cc,ACC-1028,59.23,Crypto,19,0
349032fd,ACC-1023,18.36,Gas_Station,13,0
0f57f4ce,ACC-1062,171.31,Crypto,15,0
4d7ed45b,ACC-1044,64.17,Retail,7,0
44f70e25,ACC-1098,281.93,Online_Marketplace,19,0
fef34de2,ACC-1013,89.33,Groceries,23,0
02ff29a7,ACC-1083,69.2,Online_Marketplace,8,0
7515671c,ACC-1051,19.09,Retail,14,0
1bb55f68,ACC-1031,63.35,Travel,18,0
a2a96161,ACC-1008,34.75,Travel,10,0
e2d65381,ACC-1055,120.81,Groceries,11,0
3719a9f2,ACC-1043,145.67,Luxury_Retail,18,0
15eca4e3,ACC-1085,28.6,Travel,12,0
41421c31,ACC-1075,83.12,Retail,23,0
12bb8cfd,ACC-1012,133.62,Travel,19,0
684449b1,ACC-1051,100.8,Luxury_Retail,19,0
d82bd0e2,ACC-1076,60.34,Retail,8,0
9dc231ca,ACC-1082,165.29,Luxury_Retail,17,0
c1026856,ACC-1017,88.86,Crypto,6,0
db8f36c9,ACC-1019,299.3,Travel,5,0
e5a98833,ACC-1078,49.39,Online_Marketplace,22,0
641a695b,ACC-1087,133.85,Travel,19,0
b3a68128,ACC-1086,58.18,Groceries,14,0
ccab31e6,ACC-1074,40.11,Groceries,18,0
0555e8e2,ACC-1016,141.91,Retail,21,0
